Elevation,HR,Latitude,Longitude,Minutes,Tempature,Timestamp,Distance,Time_Dif,TimeDif,cumDistance
14.0,131,39.456566,-0.355672,0.0,,00:00:00,0.0,0,,0.0
14.4,132,39.456575,-0.355646,0.0166666666666666,,00:00:01,0.0024462791660650415,0,0.0166666666666666,0.0024462791660650415
15.2,133,39.456611,-0.355566,0.0666666666666666,,00:00:04,0.007949735536317941,0,0.049999999999999996,0.010396014702382982
15.6,136,39.456658,-0.355481,0.1166666666666666,,00:00:07,0.00897596181960675,0,0.05,0.019371976521989732
16.0,139,39.456707,-0.355394,0.1666666666666666,,00:00:10,0.009245397173215212,0,0.05,0.028617373695204944
16.4,141,39.45676,-0.355306,0.2166666666666666,,00:00:13,0.009581849466339044,0,0.04999999999999999,0.03819922316154399
16.6,144,39.456839,-0.355198,0.2833333333333333,,00:00:17,0.012772628642508107,0,0.06666666666666674,0.0509718518040521
17.0,146,39.456946,-0.355034,0.3833333333333333,,00:00:23,0.018433845289714493,0,0.09999999999999998,0.0694056970937666
17.4,146,39.45703,-0.354937,0.45,,00:00:27,0.01251379892774219,0,0.06666666666666671,0.08191949602150879
17.4,146,39.457174,-0.354802,0.55,,00:00:33,0.019766642558026678,0,0.10000000000000003,0.10168613857953547
17.6,147,39.457326,-0.354663,0.65,,00:00:39,0.02069001443066,0,0.09999999999999998,0.12237615301019547
17.2,148,39.457486,-0.354533,0.75,,00:00:45,0.021002207083666465,0,0.09999999999999998,0.14337836009386193
16.6,148,39.457649,-0.354402,0.85,,00:00:51,0.021330656559404467,0,0.09999999999999998,0.1647090166532664
16.4,148,39.45771,-0.35437,0.8833333333333333,,00:00:53,0.007318144013007682,0,0.033333333333333326,0.17202716066627408
16.0,149,39.457891,-0.354268,0.9833333333333332,,00:00:59,0.021948850275704958,0,0.09999999999999987,0.19397601094197903
15.6,149,39.458067,-0.354191,1.0833333333333333,,00:01:05,0.020656660041294062,0,0.10000000000000009,0.2146326709832731
15.6,149,39.458226,-0.354108,1.1833333333333331,,00:01:11,0.01906196329870531,0,0.09999999999999987,0.2336946342819784
15.4,149,39.458388,-0.354035,1.2833333333333332,,00:01:17,0.019072674450135163,0,0.10000000000000009,0.25276730873211356
15.4,149,39.458443,-0.354012,1.3166666666666669,,00:01:19,0.006426591387102645,0,0.03333333333333366,0.2591939001192162
15.4,150,39.458618,-0.353955,1.4166666666666667,,00:01:25,0.020064993488403515,0,0.09999999999999987,0.27925889360761974
15.2,151,39.458799,-0.353878,1.5166666666666666,,00:01:31,0.02118412104571624,0,0.09999999999999987,0.300443014653336
15.4,152,39.458988,-0.353794,1.6166666666666667,,00:01:37,0.02221872269734719,0,0.10000000000000009,0.3226617373506832
15.4,152,39.459168,-0.353714,1.7166666666666668,,00:01:43,0.021160682374142904,0,0.10000000000000009,0.34382241972482613
15.4,154,39.459347,-0.353639,1.8166666666666669,,00:01:49,0.020919450047488315,0,0.10000000000000009,0.36474186977231443
15.4,154,39.45952,-0.353564,1.9166666666666663,,00:01:55,0.020285703198997126,0,0.09999999999999942,0.38502757297131157
15.2,153,39.459649,-0.35342,2.0166666666666666,,00:02:01,0.018936356862555636,0,0.10000000000000031,0.4039639298338672
14.6,153,39.459764,-0.353188,2.1166666666666667,,00:02:07,0.023668905985540684,0,0.10000000000000009,0.42763283581940786
14.4,154,39.459896,-0.353041,2.2,,00:02:12,0.019357170228860618,0,0.08333333333333348,0.4469900060482685
13.8,155,39.460066,-0.352897,2.3,,00:02:18,0.02258667676544337,0,0.09999999999999964,0.46957668281371184
13.6,156,39.460252,-0.352887,2.3833333333333333,,00:02:23,0.020700066388537296,0,0.08333333333333348,0.4902767492022491
13.6,157,39.460455,-0.352943,2.4833333333333334,,00:02:29,0.02307885950426223,0,0.10000000000000009,0.5133556087065113
13.4,158,39.460641,-0.353052,2.583333333333333,,00:02:35,0.022700664272483143,0,0.09999999999999964,0.5360562729789945
13.2,157,39.460671,-0.353069,2.6,,00:02:36,0.0036411316171739328,0,0.01666666666666705,0.5396974045961684
13.0,156,39.460799,-0.353131,2.7,,00:02:42,0.01519564027538972,0,0.10000000000000009,0.5548930448715581
13.0,156,39.460958,-0.353089,2.8,,00:02:48,0.01804391691733495,0,0.09999999999999964,0.5729369617888931
13.2,155,39.461131,-0.352998,2.9,,00:02:54,0.02076252880632052,0,0.10000000000000009,0.5936994905952137
13.4,155,39.461279,-0.352915,3.0,,00:03:00,0.017933201109414168,0,0.10000000000000009,0.6116326917046279
13.4,154,39.461459,-0.352824,3.1,,00:03:06,0.021485675404095635,0,0.10000000000000009,0.6331183671087235
13.2,155,39.46163,-0.352701,3.2,,00:03:12,0.021749580127252113,0,0.10000000000000009,0.6548679472359756
13.2,155,39.461805,-0.352585,3.3,,00:03:18,0.021859233461479763,0,0.09999999999999964,0.6767271806974554
13.2,156,39.462006,-0.352572,3.3833333333333333,,00:03:23,0.022378026267805565,0,0.08333333333333348,0.699105206965261
