Elevation,HR,Latitude,Longitude,Minutes,Tempature,Timestamp,Distance,Time_Dif,TimeDif,cumDistance
7.6,,39.4566,-0.355722,0.0,,00:00:00,0.0,0,,0.0
7.3,,39.456715,-0.355508,0.1333333333333333,,00:00:08,0.022384769449397702,0,0.1333333333333333,0.022384769449397702
7.6,,39.456838,-0.355316,0.25,,00:00:15,0.02141918128068545,0,0.1166666666666667,0.043803950730083155
8.3,,39.456965,-0.355129,0.3666666666666666,,00:00:22,0.02138169348521594,0,0.11666666666666659,0.0651856442152991
8.5,,39.457108,-0.354955,0.4833333333333333,,00:00:29,0.021817382206815415,0,0.1166666666666667,0.08700302642211452
8.5,,39.457267,-0.354791,0.6,,00:00:36,0.02260150728403802,0,0.1166666666666667,0.10960453370615254
8.5,,39.457412,-0.354653,0.7,,00:00:42,0.020008228672699194,0,0.09999999999999998,0.12961276237885175
8.5,,39.457586,-0.354514,0.8166666666666667,,00:00:49,0.02273219131395021,0,0.1166666666666667,0.15234495369280196
8.5,,39.45777,-0.354402,0.9333333333333332,,00:00:56,0.022606737566624364,0,0.11666666666666659,0.17495169125942633
8.5,,39.457964,-0.354301,1.05,,00:01:03,0.023249336577461973,0,0.11666666666666681,0.1982010278368883
8.5,,39.458142,-0.354245,1.15,,00:01:09,0.020368240345287236,0,0.09999999999999987,0.21856926818217554
8.5,,39.458325,-0.354162,1.25,,00:01:15,0.02156025483097325,0,0.10000000000000009,0.24012952301314877
8.6,,39.458502,-0.35408,1.35,,00:01:21,0.0209026617358818,0,0.10000000000000009,0.26103218474903056
8.6,,39.458681,-0.353993,1.45,,00:01:27,0.021259174679513233,0,0.09999999999999987,0.2822913594285438
8.6,,39.458867,-0.353916,1.55,,00:01:33,0.021713024069223347,0,0.10000000000000009,0.30400438349776715
8.6,,39.459051,-0.35384,1.65,,00:01:39,0.021475053224744772,0,0.09999999999999987,0.3254794367225119
8.6,,39.459231,-0.353766,1.75,,00:01:45,0.020999145798070808,0,0.10000000000000009,0.3464785825205827
8.6,,39.459408,-0.353691,1.85,,00:01:51,0.02070796770539311,0,0.10000000000000009,0.36718655022597585
8.6,,39.45958,-0.35362,1.95,,00:01:57,0.02007335827746454,0,0.09999999999999987,0.3872599085034404
8.8,,39.459732,-0.353436,2.066666666666667,,00:02:04,0.023134267548713623,0,0.11666666666666692,0.410394176052154
8.5,,39.459854,-0.353244,2.1666666666666665,,00:02:10,0.021347798977099097,0,0.09999999999999964,0.4317419750292531
8.1,,39.460002,-0.353081,2.2666666666666666,,00:02:16,0.02160204083450335,0,0.10000000000000009,0.45334401586375644
7.8,,39.460193,-0.352998,2.3833333333333333,,00:02:23,0.022401693899634704,0,0.1166666666666667,0.47574570976339114
8.4,,39.460372,-0.353026,2.4833333333333334,,00:02:29,0.020048519447504597,0,0.10000000000000009,0.4957942292108957
8.5,,39.460558,-0.353097,2.583333333333333,,00:02:35,0.02156173940627108,0,0.09999999999999964,0.5173559686171668
8.8,,39.460748,-0.353124,2.6833333333333336,,00:02:41,0.021253810392222038,0,0.10000000000000053,0.5386097790093889
9.3,,39.460942,-0.353095,2.8166666666666664,,00:02:49,0.021715005320589533,0,0.13333333333333286,0.5603247843299785
9.8,,39.461127,-0.352952,2.9333333333333336,,00:02:56,0.023955753069154418,0,0.11666666666666714,0.5842805373991329
10.1,,39.461316,-0.352839,3.05,,00:03:03,0.023146767743596097,0,0.11666666666666625,0.607427305142729
10.5,,39.4615,-0.352706,3.1666666666666665,,00:03:10,0.023430173283005586,0,0.1166666666666667,0.6308574784257346
10.9,,39.461691,-0.352608,3.2666666666666666,,00:03:16,0.02284388289188124,0,0.10000000000000009,0.6537013613176158
11.6,,39.46187,-0.352565,3.35,,00:03:21,0.02024331460495338,0,0.08333333333333348,0.6739446759225692
12.1,,39.462053,-0.352542,3.4333333333333336,,00:03:26,0.020444242993339412,0,0.08333333333333348,0.6943889189159087
12.0,,39.46224,-0.3525,3.533333333333333,,00:03:32,0.02110374175240445,0,0.09999999999999964,0.7154926606683132
11.5,,39.462446,-0.352474,3.633333333333333,,00:03:38,0.023014644857381295,0,0.09999999999999964,0.7385073055256944
11.0,,39.462633,-0.352414,3.733333333333333,,00:03:44,0.02142191729098837,0,0.10000000000000009,0.7599292228166828
10.4,,39.462819,-0.35233,3.85,,00:03:51,0.021903334466275595,0,0.11666666666666714,0.7818325572829584
9.9,,39.463014,-0.352221,3.966666666666667,,00:03:58,0.023615914630300553,0,0.1166666666666667,0.805448471913259
9.7,,39.463182,-0.352132,4.066666666666666,,00:04:04,0.020182784739040796,0,0.09999999999999964,0.8256312566522997
9.9,,39.463365,-0.352033,4.183333333333334,,00:04:11,0.022052150745884517,0,0.11666666666666714,0.8476834073981843
10.3,,39.463551,-0.351944,4.3,,00:04:18,0.02204834665279061,0,0.11666666666666625,0.8697317540509749
10.3,,39.46375,-0.351858,4.416666666666667,,00:04:25,0.023326887441973775,0,0.11666666666666714,0.8930586414929487
10.4,,39.463933,-0.351774,4.533333333333333,,00:04:32,0.021588587279779834,0,0.11666666666666625,0.9146472287727285
