Elevation,HR,Latitude,Longitude,Minutes,Tempature,Timestamp,Distance,Time_Dif,TimeDif,cumDistance
8.8,,39.454402,-0.361033,0.0,,00:00:00,0.0,0,,0.0
8.8,,39.454408,-0.361031,0.0166666666666666,,00:00:01,0.0006889128513148805,0,0.0166666666666666,0.0006889128513148805
7.6,,39.456245,-0.355514,8.65,,00:08:39,0.5158337337751491,0,8.633333333333335,0.516522646626464
7.7,,39.456593,-0.355717,8.766666666666667,,00:08:46,0.04243959277195711,0,0.11666666666666714,0.558962239398421
7.5,,39.456605,-0.355559,8.833333333333334,,00:08:50,0.013630447049456113,0,0.06666666666666643,0.5725926864478772
7.2,,39.456714,-0.355363,8.983333333333333,,00:08:59,0.02073795227331773,0,0.14999999999999858,0.593330638721195
7.2,,39.456757,-0.355312,9.016666666666667,,00:09:01,0.006483317213825474,0,0.03333333333333499,0.5998139559350204
7.8,,39.456803,-0.35522,9.083333333333334,,00:09:05,0.009410119975707376,0,0.06666666666666643,0.6092240759107278
8.3,,39.456918,-0.355138,9.183333333333334,,00:09:11,0.014597259325037628,0,0.09999999999999964,0.6238213352357654
8.4,,39.457089,-0.355008,9.333333333333334,,00:09:20,0.02204796139884666,0,0.15000000000000036,0.6458692966346121
8.5,,39.457231,-0.354867,9.483333333333333,,00:09:29,0.01989607146105901,0,0.14999999999999858,0.6657653680956711
8.5,,39.457375,-0.354736,9.616666666666667,,00:09:37,0.01956723895373675,0,0.13333333333333464,0.6853326070494079
8.5,,39.457517,-0.354586,9.75,,00:09:45,0.020375390251963634,0,0.13333333333333286,0.7057079973013716
8.5,,39.457667,-0.354447,9.883333333333333,,00:09:53,0.020508711649452498,0,0.13333333333333286,0.726216708950824
8.5,,39.457819,-0.354313,10.016666666666667,,00:10:01,0.020445382152164307,0,0.13333333333333464,0.7466620911029883
8.5,,39.45788,-0.354282,10.066666666666666,,00:10:04,0.0072863462168948,0,0.049999999999998934,0.7539484373198831
8.5,,39.457961,-0.354226,10.133333333333333,,00:10:08,0.010209637584415654,0,0.06666666666666643,0.7641580749042988
8.5,,39.458129,-0.354136,10.266666666666667,,00:10:16,0.020215652920786913,0,0.13333333333333464,0.7843737278250856
8.5,,39.458293,-0.354037,10.416666666666666,,00:10:25,0.020119392467097236,0,0.14999999999999858,0.8044931202921829
8.6,,39.458455,-0.353919,10.55,,00:10:33,0.020666809108250715,0,0.13333333333333464,0.8251599294004336
8.6,,39.458644,-0.353828,10.683333333333334,,00:10:41,0.022420996217211473,0,0.13333333333333286,0.8475809256176451
8.6,,39.458826,-0.353721,10.85,,00:10:51,0.022224769836929024,0,0.16666666666666607,0.8698056954545741
8.6,,39.458992,-0.353629,10.983333333333333,,00:10:59,0.02007721673435823,0,0.13333333333333286,0.8898829121889323
8.6,,39.459185,-0.353545,11.133333333333333,,00:11:08,0.022639876659715404,0,0.15000000000000036,0.9125227888486478
8.6,,39.459365,-0.35348,11.266666666666667,,00:11:16,0.020778440938094025,0,0.13333333333333464,0.9333012297867418
8.8,,39.459541,-0.353398,11.35,,00:11:21,0.020797961087726014,0,0.08333333333333215,0.9540991908744678
8.7,,39.459714,-0.35328,11.5,,00:11:30,0.021741108322592156,0,0.15000000000000036,0.97584029919706
8.3,,39.459817,-0.35309,11.65,,00:11:39,0.019930890667245554,0,0.15000000000000036,0.9957711898643055
8.0,,39.459965,-0.352921,11.8,,00:11:48,0.02193923285810508,0,0.15000000000000036,1.0177104227224105
7.8,,39.460142,-0.352801,11.95,,00:11:57,0.022214697830943188,0,0.14999999999999858,1.0399251205533537
8.1,,39.460327,-0.352764,12.083333333333334,,00:12:05,0.020814859056141773,0,0.13333333333333464,1.0607399796094954
8.4,,39.460505,-0.352849,12.233333333333333,,00:12:14,0.02109502766883948,0,0.14999999999999858,1.081835007278335
8.8,,39.460678,-0.35294,12.433333333333334,,00:12:26,0.020762547937798158,0,0.20000000000000107,1.1025975552161331
9.2,,39.460855,-0.352849,12.6,,00:12:36,0.02117529518921499,0,0.16666666666666607,1.1237728504053481
9.7,,39.461007,-0.35266,12.75,,00:12:45,0.023429262074835193,0,0.15000000000000036,1.1472021124801832
10.0,,39.461203,-0.352672,12.833333333333334,,00:12:50,0.02181853980948652,0,0.08333333333333393,1.1690206522896698
