Timestamp,Latitude,Longitude,Elevation,HR,TP,Minutes,Seconds,Distance,Time_Dif,TimeDif,cumDistance
16:02:59,39.456531,-0.355677,12.1,,,0.0,0,0.0,0,,0.0
16:03:17,39.45682,-0.355258,13.7,,,0.2999999999999545,18,0.04823618771526037,0,18.0,0.04823618771526037
16:03:18,39.456839,-0.35523,13.8,,,0.31666666666660603,19,0.003200360961430955,0,1.0,0.05143654867669133
16:03:33,39.457078,-0.354955,14.7,,,0.566666666666606,34,0.035548345708073956,0,15.0,0.08698489438476528
16:03:34,39.457085,-0.354932,14.7,,,0.5833333333333712,35,0.0021225066892035824,0,1.0,0.08910740107396886
16:03:35,39.457102,-0.354912,14.8,,,0.6000000000000227,36,0.0025537478109162112,0,1.0,0.09166114888488508
16:03:38,39.457156,-0.354837,15.0,,,0.6499999999999773,39,0.008804280049918066,0,3.0,0.10046542893480315
16:03:39,39.457196,-0.354795,15.0,,,0.6666666666666288,40,0.005725823543840741,0,1.0,0.10619125247864389
16:03:40,39.457222,-0.354773,15.1,,,0.6833333333332803,41,0.003453368855935238,0,1.0,0.10964462133457913
16:03:42,39.457249,-0.35475,15.1,,,0.716666666666697,43,0.003593431418176722,0,2.0,0.11323805275275585
16:03:45,39.457275,-0.354727,15.2,,,0.7666666666666515,46,0.0035010623915193565,0,3.0,0.11673911514427521
16:03:47,39.457301,-0.354705,15.2,,,0.7999999999999545,48,0.0034533676835567617,0,2.0,0.12019248282783197
16:03:48,39.457327,-0.354682,15.3,,,0.816666666666606,49,0.003501061558986187,0,1.0,0.12369354438681816
16:03:49,39.457352,-0.354653,15.3,,,0.8333333333333712,50,0.003731827922102323,0,1.0,0.12742537230892048
16:03:50,39.457361,-0.354646,15.3,,,0.8500000000000227,51,0.0011673381640504303,0,1.0,0.1285927104729709
16:03:51,39.45737,-0.354639,15.3,,,0.8666666666666742,52,0.0011673381240486186,0,1.0,0.12976004859701953
16:03:52,39.457392,-0.354616,15.3,,,0.8833333333333258,53,0.0031437997218573366,0,1.0,0.13290384831887686
