file,lines,maxDist,minDist,meanDist,difDist,sumDist,maxTime,minTime,meanTime,difTime,sumTime
1996623943.csv,11657,0.01449441315876437,0.0,0.003680159003385588,0.01449441315876437,42.8996135024658,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,194.26666666666668
1996624298.csv,13642,0.015026525577882914,0.0,0.003144271700820766,0.015026525577882914,42.894154542596894,0.03333333333333341,0.016666666666623087,0.016667888473474574,0.016666666666710322,227.36666666666667
1996624952.csv,2024,0.027508441028151226,0.0,0.021034541390763783,0.027508441028151226,42.573911774905895,0.3999999999999915,0.016666666666623087,0.1193689240402043,0.3833333333333684,241.4833333333333
1996626637.csv,2255,0.028429532899271307,0.0,0.018950332131907117,0.028429532899271307,42.73299895745055,0.4166666666666856,0.016666666666623087,0.11782017154687963,0.40000000000006253,265.56666666666666
1996628082.csv,2496,0.04358623790724961,0.0,0.01713855753774602,0.04358623790724961,42.777839614214066,1.5333333333333314,0.016666666666623087,0.11422177688710754,1.5166666666667084,284.9833333333333
1996628896.csv,12544,0.00511568679703198,0.0,0.0034041852325649947,0.00511568679703198,42.70209955729529,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,209.05
1996629737.csv,1951,0.02774864087562501,0.0,0.02176427844145547,0.02774864087562501,42.462107239279625,0.2333333333333485,0.01666666666665151,0.09361538461538463,0.21666666666669698,182.55
1996631661.csv,2185,0.08104205272448887,0.0,0.019633411435130553,0.08104205272448887,42.89900398576026,0.6833333333332803,0.016666666666623087,0.11071428571428572,0.6666666666666572,241.8
1996632398.csv,11898,0.011736552572257591,0.0,0.003592124547678696,0.011736552572257591,42.73909786828113,0.03333333333333144,0.016666666666623087,0.0166680675800622,0.016666666666708352,198.3
1996633136.csv,2137,0.02741946639181124,0.0,0.01989218768336295,0.02741946639181124,42.50960507934663,0.14999999999997726,0.016666666666637298,0.087874531835206,0.13333333333333997,187.7
1996634083.csv,13762,0.005481583465227901,0.0,0.0031026985736879852,0.005481583465227901,42.69933777109405,0.016666666666708352,0.016666666666623087,0.016666666666666666,8.526512829121202e-14,229.35
